ano,sigla_uf,id_municipio,id_escola,rede,ensino,anos_escolares,taxa_aprovacao,indicador_rendimento,nota_saeb_matematica,nota_saeb_lingua_portuguesa,nota_saeb_media_padronizada,ideb,projecao,nome
2019,MG,3122306,31032999,estadual,medio,todos (1-4),94.6,0.947896,301.48,297.23,5.3736248,5.1,4.3,EE MARTIN CYPRIEN
2019,MG,3122306,31033031,estadual,fundamental,finais (6-9),89.9,0.89804298,275.14,267.48,5.7104998,5.1,6.3,EE SANTO TOMAZ DE AQUINO
2019,MG,3122306,31223905,municipal,fundamental,iniciais (1-5),98.5,0.98399103,205.0,183.19,5.2071848,5.1,6.4,EM SIDNEY JOSE DE OLIVEIRA
2019,MG,3122306,31223891,municipal,fundamental,finais (6-9),90.8,0.90649599,267.42,260.51,5.4656668,5.0,4.8,EM JOAO SEVERINO DE AZEVEDO
2019,MG,3122306,31033022,estadual,fundamental,finais (6-9),97.7,0.97521597,253.3,252.36,5.0943332,5.0,5.7,EE ANTONIO OLIMPIO DE MORAIS
2019,MG,3122306,31033332,estadual,fundamental,finais (6-9),96.8,0.96565902,251.08,256.75,5.1306672,5.0,5.4,EE SAO FRANCISCO DE PAULA
2019,MG,3122306,31313653,municipal,fundamental,iniciais (1-5),93.7,0.934376,197.94,197.05,5.3244429,5.0,6.3,EM ANTONIETA FONSECA
2019,MG,3122306,31033014,estadual,fundamental,finais (6-9),90.2,0.89978302,267.7,262.8,5.508667,5.0,5.2,EE ARMANDO NOGUEIRA SOARES
2019,MG,3122306,31033251,estadual,fundamental,finais (6-9),86.3,0.86332297,273.6,271.7,5.7550001,5.0,5.6,null
2019,MG,3122306,31033154,estadual,medio,todos (1-4),87.0,0.87104899,313.67,309.17,5.7235751,5.0,5.0,EE DONA ANTONIA VALADARES
2019,MG,3122306,31033294,estadual,fundamental,finais (6-9),97.9,0.974208,256.1,251.25,5.1228328,5.0,5.0,null
2019,MG,3122306,31033383,estadual,fundamental,finais (6-9),93.5,0.93080199,259.92,259.22,5.3189998,5.0,5.0,EE VICENTE MATEUS
2019,MG,3122306,31033341,estadual,medio,todos (1-4),97.9,0.98382699,281.77,292.02,5.018805,4.9,4.5,EE PROFESSOR CHICO DIAS
2019,MG,3122306,31037231,municipal,fundamental,finais (6-9),84.7,0.84721202,272.08,268.82,5.6818328,4.8,5.1,EM PROFESSORA HERMINIA CORGOZINHO
2019,MG,3122306,31033375,estadual,medio,todos (1-4),96.8,0.97090602,288.45,281.67,4.9575348,4.8,4.6,EE MANOEL CORREA FILHO
2019,MG,3122306,31227102,municipal,fundamental,iniciais (1-5),88.7,0.89093798,203.41,187.16,5.249023,4.7,5.9,EM JOAO GONTIJO DA FONSECA
2019,MG,3122306,31033227,estadual,medio,todos (1-4),87.0,0.88546503,298.89,293.91,5.2873979,4.7,4.0,EE LAURO EPIFANIO
2019,MG,3122306,31212733,municipal,fundamental,finais (6-9),85.5,0.85133898,264.32,259.1,5.3905001,4.6,5.4,EM PE GUARITA
2019,MG,3122306,31033278,estadual,fundamental,finais (6-9),95.9,0.96451098,240.88,242.6,4.724833,4.6,5.0,EE NOSSA SENHORA DO SAGRADO CORACAO
2019,MG,3122306,31223930,municipal,fundamental,finais (6-9),89.3,0.891608,255.17,253.92,5.1518331,4.6,4.5,null
2019,MG,3122306,31037397,municipal,fundamental,finais (6-9),87.5,0.87598199,257.45,253.91,5.1894999,4.5,6.1,EM DONA MARIA ROSA
2019,MG,3122306,31033332,estadual,medio,todos (1-4),97.8,0.97829998,272.29,273.89,4.6141109,4.5,4.2,null
2019,MG,3122306,31033014,estadual,medio,todos (1-4),91.5,0.91749901,288.54,277.07,4.8897972,4.5,3.5,EE ARMANDO NOGUEIRA SOARES
2019,MG,3122306,31220060,municipal,fundamental,finais (6-9),90.0,0.89990997,255.0,242.75,4.962667,4.5,5.1,EM DR SEBASTIAO GOMES GUIMARAES
2019,MG,3122306,31037541,municipal,fundamental,finais (6-9),89.6,0.88987702,251.16,253.0,5.0693331,4.5,5.3,EM OTAVIO OLIMPIO DE OLIVEIRA
2019,MG,3122306,31033421,estadual,medio,todos (1-4),94.4,0.94924998,274.55,268.22,4.5609632,4.3,4.1,EE ANTONIO BELARMINO GOMES
2019,MG,3122306,31037320,municipal,fundamental,finais (6-9),89.7,0.90117902,252.0,237.58,4.826333,4.3,5.0,EM BENJAMIN CONSTANT
2019,MG,3122306,31033031,estadual,medio,todos (1-4),87.4,0.87636101,280.64,282.55,4.8610268,4.3,4.2,EE SANTO TOMAZ DE AQUINO
2019,MG,3122306,31033294,estadual,medio,todos (1-4),94.4,0.94555998,271.45,266.14,4.4862962,4.2,4.6,EE PATRONATO BOM PASTOR
2019,MG,3122306,31227102,municipal,fundamental,finais (6-9),77.9,0.757577,261.35,261.14,5.3748331,4.1,5.6,EM JOAO GONTIJO DA FONSECA
2019,MG,3122306,31033383,estadual,medio,todos (1-4),100.0,1.0,262.77,246.5,4.070364,4.1,null,EE VICENTE MATEUS
2019,MG,3122306,31223905,municipal,fundamental,finais (6-9),83.7,0.84527498,233.72,228.41,4.369,3.7,6.5,null
2019,MG,3122306,31033324,estadual,medio,todos (1-4),80.8,0.83061898,254.8,252.57,4.0491538,3.4,null,null
2019,MG,3122306,31033324,estadual,fundamental,finais (6-9),71.8,0.71799999,223.13,225.22,4.1391668,3.0,5.1,EE SAO VICENTE
2019,MG,3122306,31033324,estadual,fundamental,iniciais (1-5),null,null,null,null,null,null,6.6,EE SAO VICENTE
2019,MG,3122306,31033308,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,7.1,EM PROF DARCY RIBEIRO
2019,MG,3122306,31033235,estadual,fundamental,finais (6-9),99.6,0.99440801,null,null,null,null,5.7,EE LUIZ DE MELLO VIANNA SOBRINHO
2019,MG,3122306,31033162,estadual,fundamental,finais (6-9),null,null,null,null,null,null,5.4,EE DONA DIVA DE OLIVEIRA
2019,MG,3122306,31033103,estadual,fundamental,finais (6-9),null,null,null,null,null,null,5.8,EE CEL JOSE MENDES MOURAO
2019,MG,3122306,31033294,estadual,fundamental,iniciais (1-5),100.0,1.0,null,null,null,null,6.6,EE PATRONATO BOM PASTOR
2019,MG,3122306,31033359,estadual,fundamental,finais (6-9),94.0,0.93451601,null,null,null,null,4.8,EE ANTONIO DA COSTA PEREIRA
2019,MG,3122306,31313653,municipal,fundamental,finais (6-9),null,null,null,null,null,null,6.3,EM ANTONIETA FONSECA
2019,MG,3122306,31037303,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,6.8,EM ANTONIO PIO DA SILVA
2019,MG,3122306,31037338,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,6.7,EM SAO JOSE
2019,MG,3122306,31033103,estadual,fundamental,iniciais (1-5),null,null,null,null,null,null,6.3,EE CEL JOSE MENDES MOURAO
2019,MG,3122306,31033251,estadual,medio,todos (1-4),89.2,0.89987701,null,null,null,null,4.8,EE MIGUEL COUTO
2019,MG,3122306,31033359,estadual,medio,todos (1-4),87.5,0.85178,null,null,null,null,3.8,EE ANTONIO DA COSTA PEREIRA
2019,MG,3122306,31348490,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,6.4,null
2019,MG,3122306,31223921,municipal,fundamental,finais (6-9),88.4,0.89171499,null,null,null,null,5.9,EM PROF BAHIA
2019,MG,3122306,31037532,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,4.9,EM ORIBES BATISTA LEITE
2019,MG,3122306,31037460,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,6.8,EM JOAQUIM RODRIGUES
2017,MG,3122306,31364592,estadual,fundamental,iniciais (1-5),97.0,0.96491599,287.79,294.29,8.8069563,8.5,null,null
2017,MG,3122306,31033316,estadual,fundamental,iniciais (1-5),100.0,1.0,275.39,274.76,8.2154055,8.2,7.4,EE SAO FRANCISCO DE ASSIS
2017,MG,3122306,31033286,estadual,fundamental,iniciais (1-5),100.0,1.0,283.25,263.26,8.1561327,8.2,7.2,EE PADRE MATIAS LOBATO
2017,MG,3122306,31033405,estadual,fundamental,iniciais (1-5),100.0,1.0,268.36,261.64,7.8427091,7.8,6.5,EE ILIDIO DA COSTA PEREIRA
2017,MG,3122306,31033189,estadual,fundamental,iniciais (1-5),100.0,1.0,266.98,257.98,7.7498178,7.7,7.0,EE HALIM SOUKI
2017,MG,3122306,31033197,estadual,fundamental,iniciais (1-5),100.0,1.0,261.73,256.44,7.6214461,7.6,6.5,EE HENRIQUE GALVAO
2017,MG,3122306,31037290,municipal,fundamental,iniciais (1-5),100.0,1.0,261.85,243.86,7.3950081,7.4,7.7,EM SAO GERALDO
2017,MG,3122306,31227099,municipal,fundamental,iniciais (1-5),96.8,0.96406502,266.05,257.47,7.722806,7.4,7.1,EM ADOLFO MACHADO
2017,MG,3122306,31033260,estadual,fundamental,iniciais (1-5),100.0,1.0,255.99,251.91,7.4295402,7.4,6.9,EE MONSENHOR DOMINGOS
2017,MG,3122306,31033227,estadual,fundamental,iniciais (1-5),100.0,1.0,253.05,248.19,7.3059778,7.3,6.7,EE LAURO EPIFANIO
2017,MG,3122306,31320374,municipal,fundamental,iniciais (1-5),96.9,0.97236401,254.94,256.52,7.4935021,7.3,5.9,EM PROFA MARIA LOURDES TEIXEIRA
2017,MG,3122306,31033014,estadual,fundamental,iniciais (1-5),100.0,1.0,257.1,243.47,7.2976408,7.3,6.1,EE ARMANDO NOGUEIRA SOARES
2017,MG,3122306,31033294,estadual,fundamental,iniciais (1-5),100.0,1.0,246.13,248.5,7.179563,7.2,6.4,EE PATRONATO BOM PASTOR
2017,MG,3122306,31033057,estadual,fundamental,iniciais (1-5),100.0,1.0,242.0,252.41,7.172019,7.2,6.4,EE ROSA VAZ DE ARAUJO
2017,MG,3122306,31268631,federal,medio,todos (1-4),98.6,0.98631901,374.48,349.14,7.1758518,7.1,null,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS - CAMPUS DIVINOPOLIS
2017,MG,3122306,31037541,municipal,fundamental,iniciais (1-5),95.2,0.95310402,262.89,246.02,7.454319,7.1,6.3,EM OTAVIO OLIMPIO DE OLIVEIRA
2017,MG,3122306,31033235,estadual,fundamental,iniciais (1-5),100.0,1.0,245.25,239.39,6.997314,7.0,6.3,EE LUIZ DE MELLO VIANNA SOBRINHO
2017,MG,3122306,31033171,estadual,fundamental,iniciais (1-5),100.0,1.0,249.66,236.69,7.0321932,7.0,6.7,EE ENGENHEIRO PEDRO MAGALHAES
2017,MG,3122306,31033006,estadual,fundamental,iniciais (1-5),100.0,1.0,239.85,246.08,7.0157061,7.0,6.4,EE ANTONIO GONCALVES DE MATOS
2017,MG,3122306,31033219,estadual,fundamental,iniciais (1-5),100.0,1.0,237.03,242.77,6.9018989,6.9,6.8,EE JOVELINO RABELO
2017,MG,3122306,31033332,estadual,fundamental,iniciais (1-5),100.0,1.0,236.61,242.66,6.8916931,6.9,6.6,EE SAO FRANCISCO DE PAULA
2017,MG,3122306,31220051,municipal,fundamental,iniciais (1-5),96.6,0.94841999,245.24,249.52,7.1811152,6.8,6.8,null
2017,MG,3122306,31033375,estadual,fundamental,iniciais (1-5),100.0,1.0,236.61,236.1,6.7722378,6.8,6.4,null
2017,MG,3122306,31033341,estadual,fundamental,iniciais (1-5),100.0,1.0,241.64,234.6,6.8411489,6.8,6.2,EE PROFESSOR CHICO DIAS
2017,MG,3122306,31033251,estadual,fundamental,iniciais (1-5),100.0,1.0,236.71,237.74,6.8039651,6.8,6.3,EE MIGUEL COUTO
2017,MG,3122306,31223891,municipal,fundamental,iniciais (1-5),95.1,0.95553797,245.41,241.42,7.037086,6.7,6.3,EM JOAO SEVERINO DE AZEVEDO
2017,MG,3122306,31277631,municipal,fundamental,iniciais (1-5),96.2,0.962529,248.78,235.08,6.986135,6.7,6.5,EM PROFA VENEZA G OLIVEIRA
2017,MG,3122306,31037222,municipal,fundamental,iniciais (1-5),97.6,0.97593403,236.91,238.16,6.8154178,6.7,5.6,CENTRO TECNICO PEDAGOGICO - CETEPE
2017,MG,3122306,31277649,municipal,fundamental,iniciais (1-5),97.9,0.97706598,242.8,231.89,6.8140039,6.7,6.7,EM PROFESSOR PAULO FREIRE
2017,MG,3122306,31033383,estadual,fundamental,iniciais (1-5),100.0,1.0,238.19,227.05,6.6380272,6.6,6.1,EE VICENTE MATEUS
2017,MG,3122306,31033391,estadual,fundamental,iniciais (1-5),100.0,1.0,240.94,219.33,6.5501442,6.6,null,EE DO BAIRRO BELO VALE
2017,MG,3122306,31033022,estadual,fundamental,iniciais (1-5),100.0,1.0,234.82,227.11,6.5746231,6.6,6.6,null
2017,MG,3122306,31220060,municipal,fundamental,iniciais (1-5),96.9,0.96398699,242.64,230.25,6.781323,6.5,6.5,EM DR SEBASTIAO GOMES GUIMARAES
2017,MG,3122306,31212733,municipal,fundamental,iniciais (1-5),95.4,0.951213,241.49,231.91,6.7893682,6.5,6.6,EM PE GUARITA
2017,MG,3122306,31037320,municipal,fundamental,iniciais (1-5),100.0,1.0,231.72,227.75,6.5272808,6.5,5.4,null
2017,MG,3122306,31037397,municipal,fundamental,iniciais (1-5),93.8,0.93571198,240.11,228.78,6.7061229,6.3,6.0,EM DONA MARIA ROSA
2017,MG,3122306,31223921,municipal,fundamental,iniciais (1-5),94.2,0.94626999,246.25,222.27,6.7049441,6.3,6.7,EM PROF BAHIA
2017,MG,3122306,31037401,municipal,fundamental,iniciais (1-5),96.8,0.96962899,240.14,217.94,6.509613,6.3,6.0,EM EMILIO RIBAS
2017,MG,3122306,31033316,estadual,fundamental,finais (6-9),95.1,0.951195,304.63,295.42,6.6676669,6.3,6.4,EE SAO FRANCISCO DE ASSIS
2017,MG,3122306,31037303,municipal,fundamental,iniciais (1-5),93.9,0.94441098,233.67,225.99,6.5325041,6.2,6.5,EM ANTONIO PIO DA SILVA
2017,MG,3122306,31223930,municipal,fundamental,iniciais (1-5),96.4,0.96734297,226.49,228.91,6.4483809,6.2,6.2,CAIC EM PE JOAO BRUNO
2017,MG,3122306,31033162,estadual,fundamental,iniciais (1-5),100.0,1.0,215.11,218.38,6.0401239,6.0,6.5,EE DONA DIVA DE OLIVEIRA
2017,MG,3122306,31223913,municipal,fundamental,iniciais (1-5),95.2,0.94453901,238.36,212.25,6.37218,6.0,6.6,EM MARIA FONSECA PECANHA
2017,MG,3122306,31320391,municipal,fundamental,iniciais (1-5),98.2,0.97943699,223.0,214.5,6.1199689,6.0,5.8,EM PROFA EVELINA GRECO SANTOS
2017,MG,3122306,31033286,estadual,fundamental,finais (6-9),92.9,0.926292,300.33,286.92,6.4545002,6.0,6.4,null
2017,MG,3122306,31033201,estadual,fundamental,finais (6-9),93.8,0.93288201,291.82,294.29,6.4353328,6.0,6.0,EE JOAQUIM NABUCO
2017,MG,3122306,31220051,municipal,fundamental,finais (6-9),93.4,0.93136102,291.35,287.26,6.3103328,5.9,5.5,null
2017,MG,3122306,31223913,municipal,fundamental,finais (6-9),96.6,0.96507102,284.76,280.25,6.0836668,5.9,5.4,EM MARIA FONSECA PECANHA
2017,MG,3122306,31313653,municipal,fundamental,iniciais (1-5),94.1,0.94835901,233.19,210.47,6.2409711,5.9,6.1,EM ANTONIETA FONSECA
2017,MG,3122306,31037231,municipal,fundamental,iniciais (1-5),93.1,0.92510903,229.5,222.21,6.3841958,5.9,6.8,EM PROFESSORA HERMINIA CORGOZINHO
2017,MG,3122306,31033405,estadual,fundamental,finais (6-9),94.4,0.94511402,288.85,285.14,6.2331672,5.9,5.6,EE ILIDIO DA COSTA PEREIRA
2017,MG,3122306,31033006,estadual,fundamental,finais (6-9),94.9,0.95100498,283.01,285.79,6.146667,5.8,6.0,EE ANTONIO GONCALVES DE MATOS
2017,MG,3122306,31032999,estadual,fundamental,finais (6-9),93.5,0.92509902,293.6,273.83,6.124167,5.7,6.0,EE MARTIN CYPRIEN
2017,MG,3122306,31223905,municipal,fundamental,iniciais (1-5),92.9,0.92315203,221.86,219.6,6.1907492,5.7,6.1,EM SIDNEY JOSE DE OLIVEIRA
2017,MG,3122306,31223930,municipal,fundamental,finais (6-9),95.8,0.95731002,262.26,280.2,5.7080002,5.5,4.2,CAIC EM PE JOAO BRUNO
2017,MG,3122306,31033278,estadual,fundamental,iniciais (1-5),99.3,0.99406201,207.39,193.5,5.4404321,5.4,4.7,EE NOSSA SENHORA DO SAGRADO CORACAO
2017,MG,3122306,31033197,estadual,fundamental,finais (6-9),95.8,0.95739502,268.01,271.29,5.6550002,5.4,5.6,EE HENRIQUE GALVAO
2017,MG,3122306,31033294,estadual,fundamental,finais (6-9),92.9,0.925493,265.98,276.42,5.7068329,5.3,4.8,EE PATRONATO BOM PASTOR
2017,MG,3122306,31037222,municipal,fundamental,finais (6-9),94.7,0.93606699,270.38,271.48,5.6976671,5.3,5.5,CENTRO TECNICO PEDAGOGICO - CETEPE
2017,MG,3122306,31227102,municipal,fundamental,iniciais (1-5),92.7,0.92591602,215.55,195.25,5.627975,5.2,5.6,null
2017,MG,3122306,31033022,estadual,fundamental,finais (6-9),95.2,0.95016301,267.36,260.52,5.4650002,5.2,5.4,EE ANTONIO OLIMPIO DE MORAIS
2017,MG,3122306,31212733,municipal,fundamental,finais (6-9),83.9,0.84453899,289.92,276.8,6.1121669,5.2,5.1,EM PE GUARITA
2017,MG,3122306,31037397,municipal,fundamental,finais (6-9),92.7,0.92960399,261.75,271.7,5.5574999,5.2,5.8,EM DONA MARIA ROSA
2017,MG,3122306,31033375,estadual,fundamental,finais (6-9),82.7,0.81842601,288.25,285.45,6.228333,5.1,5.6,EE MANOEL CORREA FILHO
2017,MG,3122306,31033260,estadual,fundamental,finais (6-9),88.0,0.87718201,277.41,272.23,5.827333,5.1,5.5,EE MONSENHOR DOMINGOS
2017,MG,3122306,31037320,municipal,fundamental,finais (6-9),95.9,0.95809001,264.02,250.8,5.2471671,5.0,4.7,EM BENJAMIN CONSTANT
2017,MG,3122306,31033251,estadual,fundamental,finais (6-9),87.3,0.87209803,276.42,265.32,5.6958332,5.0,5.4,EE MIGUEL COUTO
2017,MG,3122306,31033057,estadual,fundamental,finais (6-9),89.6,0.89237398,269.47,269.98,5.6576672,5.0,5.3,EE ROSA VAZ DE ARAUJO
2017,MG,3122306,31033235,estadual,fundamental,finais (6-9),87.6,0.87697798,271.88,271.08,5.716167,5.0,5.4,EE LUIZ DE MELLO VIANNA SOBRINHO
2017,MG,3122306,31037231,municipal,fundamental,finais (6-9),89.8,0.89648902,262.26,268.2,5.5079999,4.9,4.8,EM PROFESSORA HERMINIA CORGOZINHO
2017,MG,3122306,31033421,estadual,fundamental,finais (6-9),88.8,0.88394499,269.2,263.69,5.5483332,4.9,4.6,EE ANTONIO BELARMINO GOMES
2017,MG,3122306,31033332,estadual,fundamental,finais (6-9),90.0,0.897605,258.5,264.17,5.3779998,4.8,5.1,EE SAO FRANCISCO DE PAULA
2017,MG,3122306,31033227,estadual,fundamental,finais (6-9),85.7,0.854182,278.89,261.67,5.676167,4.8,4.8,EE LAURO EPIFANIO
2017,MG,3122306,31033154,estadual,medio,todos (1-4),85.6,0.85284001,311.88,302.98,5.6056299,4.8,null,EE DONA ANTONIA VALADARES
2017,MG,3122306,31220060,municipal,fundamental,finais (6-9),87.9,0.88447899,265.82,262.83,5.4778328,4.8,4.8,EM DR SEBASTIAO GOMES GUIMARAES
2017,MG,3122306,31033031,estadual,fundamental,finais (6-9),82.7,0.79804599,278.95,275.25,5.9035001,4.7,6.1,EE SANTO TOMAZ DE AQUINO
2017,MG,3122306,31033405,estadual,medio,todos (1-4),89.9,0.91224903,296.73,287.48,5.1608129,4.7,null,EE ILIDIO DA COSTA PEREIRA
2017,MG,3122306,31037541,municipal,fundamental,finais (6-9),84.8,0.85077202,270.7,262.98,5.561667,4.7,5.1,EM OTAVIO OLIMPIO DE OLIVEIRA
2017,MG,3122306,31033201,estadual,medio,todos (1-4),87.2,0.87209302,304.32,287.75,5.271306,4.6,null,EE JOAQUIM NABUCO
2017,MG,3122306,31033251,estadual,medio,todos (1-4),85.5,0.86282098,296.33,301.79,5.3695569,4.6,null,EE MIGUEL COUTO
2017,MG,3122306,31033359,estadual,fundamental,finais (6-9),88.7,0.88731998,253.55,250.55,5.0685,4.5,4.6,EE ANTONIO DA COSTA PEREIRA
2017,MG,3122306,31033375,estadual,medio,todos (1-4),82.7,0.83188897,294.61,297.67,5.2835732,4.4,null,EE MANOEL CORREA FILHO
2017,MG,3122306,31033294,estadual,medio,todos (1-4),90.6,0.91997999,272.1,282.35,4.7382302,4.4,null,EE PATRONATO BOM PASTOR
2017,MG,3122306,31033219,estadual,fundamental,finais (6-9),81.5,0.82281899,251.32,263.01,5.238833,4.3,6.0,EE JOVELINO RABELO
2017,MG,3122306,31033014,estadual,fundamental,finais (6-9),93.4,0.93460202,239.0,230.28,4.4881668,4.2,5.0,null
2017,MG,3122306,31033341,estadual,medio,todos (1-4),85.9,0.86793101,278.89,285.5,4.8806009,4.2,null,EE PROFESSOR CHICO DIAS
2017,MG,3122306,31033341,estadual,fundamental,finais (6-9),88.5,0.88223797,244.8,232.5,4.6218328,4.1,5.2,null
2017,MG,3122306,31032999,estadual,medio,todos (1-4),80.8,0.81317502,289.17,284.98,5.0173478,4.1,null,EE MARTIN CYPRIEN
2017,MG,3122306,31033332,estadual,medio,todos (1-4),85.3,0.87106401,271.95,272.52,4.5888271,4.0,null,EE SAO FRANCISCO DE PAULA
2017,MG,3122306,31033031,estadual,medio,todos (1-4),78.4,0.80352598,283.36,284.72,4.931705,4.0,null,EE SANTO TOMAZ DE AQUINO
2017,MG,3122306,31033260,estadual,medio,todos (1-4),76.5,0.791179,289.79,282.35,4.9865451,3.9,null,EE MONSENHOR DOMINGOS
2017,MG,3122306,31033421,estadual,medio,todos (1-4),77.0,0.77183098,289.58,288.72,5.0789452,3.9,null,EE ANTONIO BELARMINO GOMES
2017,MG,3122306,31033227,estadual,medio,todos (1-4),75.4,0.78390801,286.39,277.05,4.859591,3.8,null,EE LAURO EPIFANIO
2017,MG,3122306,31033162,estadual,fundamental,finais (6-9),93.9,0.93488401,222.13,222.89,4.0838332,3.8,5.2,EE DONA DIVA DE OLIVEIRA
2017,MG,3122306,31223921,municipal,fundamental,finais (6-9),61.4,0.60656297,274.39,291.82,6.1036668,3.7,5.6,EM PROF BAHIA
2017,MG,3122306,31223905,municipal,fundamental,finais (6-9),83.2,0.82846898,236.46,232.61,4.4844999,3.7,6.3,EM SIDNEY JOSE DE OLIVEIRA
2017,MG,3122306,31033359,estadual,medio,todos (1-4),82.3,0.836882,263.51,263.85,4.340497,3.6,null,null
2017,MG,3122306,31033383,estadual,fundamental,finais (6-9),83.6,0.80870003,229.16,235.41,4.409667,3.6,4.7,EE VICENTE MATEUS
2017,MG,3122306,31033278,estadual,fundamental,finais (6-9),90.5,0.90727103,217.55,216.47,3.9003329,3.5,4.7,null
2017,MG,3122306,31033014,estadual,medio,todos (1-4),85.1,0.87052101,258.02,231.69,3.782094,3.3,null,EE ARMANDO NOGUEIRA SOARES
2017,MG,3122306,31313653,municipal,fundamental,finais (6-9),74.7,0.70994103,239.16,237.49,4.6110001,3.3,6.1,EM ANTONIETA FONSECA
2017,MG,3122306,31322679,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,6.3,EM JOSE QUINTINO LOPES
2017,MG,3122306,31348490,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,6.2,EM JOSE CARLOS PEREIRA
2017,MG,3122306,31227102,municipal,fundamental,finais (6-9),87.2,0.87701899,null,null,null,null,5.4,EM JOAO GONTIJO DA FONSECA
2017,MG,3122306,31223891,municipal,fundamental,finais (6-9),87.6,0.87793499,null,null,null,null,4.5,EM JOAO SEVERINO DE AZEVEDO
2017,MG,3122306,31037532,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,4.6,EM ORIBES BATISTA LEITE
2017,MG,3122306,31037460,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,6.6,EM JOAQUIM RODRIGUES
2017,MG,3122306,31037338,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,6.5,EM SAO JOSE
2017,MG,3122306,31033383,estadual,medio,todos (1-4),90.0,0.89972401,null,null,null,null,null,null
2017,MG,3122306,31033324,estadual,fundamental,iniciais (1-5),null,null,null,null,null,null,6.4,EE SAO VICENTE
2017,MG,3122306,31033324,estadual,medio,todos (1-4),65.2,0.59933197,null,null,null,null,null,null
2017,MG,3122306,31033103,estadual,fundamental,iniciais (1-5),null,null,null,null,null,null,6.1,EE CEL JOSE MENDES MOURAO
2017,MG,3122306,31033103,estadual,fundamental,finais (6-9),null,null,null,null,null,null,5.6,EE CEL JOSE MENDES MOURAO
2017,MG,3122306,31033171,estadual,medio,todos (1-4),77.4,0.77555799,null,null,null,null,null,EE ENGENHEIRO PEDRO MAGALHAES
2017,MG,3122306,31033308,municipal,fundamental,iniciais (1-5),null,null,null,null,null,null,6.9,EM PROF DARCY RIBEIRO
2017,MG,3122306,31033171,estadual,fundamental,finais (6-9),84.3,0.84429598,null,null,null,null,4.9,EE ENGENHEIRO PEDRO MAGALHAES
2017,MG,3122306,31033324,estadual,fundamental,finais (6-9),74.0,0.76722097,null,null,null,null,4.8,EE SAO VICENTE
2015,MG,3122306,31033286,estadual,fundamental,iniciais (1-5),100.0,1.0,null,null,8.2153034,8.2,7.0,EE PADRE MATIAS LOBATO
2015,MG,3122306,31037290,municipal,fundamental,iniciais (1-5),100.0,1.0,null,null,7.8821492,7.9,7.5,EM SAO GERALDO
2015,MG,3122306,31033316,estadual,fundamental,iniciais (1-5),100.0,1.0,null,null,7.5652232,7.6,7.2,EE SAO FRANCISCO DE ASSIS
2015,MG,3122306,31033405,estadual,fundamental,iniciais (1-5),99.5,0.995314,null,null,7.514472,7.5,6.3,EE ILIDIO DA COSTA PEREIRA
2015,MG,3122306,31033197,estadual,fundamental,iniciais (1-5),99.6,0.99737298,null,null,7.5324359,7.5,6.3,EE HENRIQUE GALVAO
2015,MG,3122306,31033189,estadual,fundamental,iniciais (1-5),100.0,1.0,null,null,7.2776608,7.3,6.8,EE HALIM SOUKI
2015,MG,3122306,31037231,municipal,fundamental,iniciais (1-5),96.4,0.951689,null,null,7.5404878,7.2,6.6,EM PROFESSORA HERMINIA CORGOZINHO
2015,MG,3122306,31033260,estadual,fundamental,iniciais (1-5),100.0,1.0,null,null,7.0161228,7.0,6.7,null
2015,MG,3122306,31033227,estadual,fundamental,iniciais (1-5),99.8,0.99798399,null,null,7.019568,7.0,6.4,EE LAURO EPIFANIO
2015,MG,3122306,31033341,estadual,fundamental,iniciais (1-5),100.0,1.0,null,null,6.95365,7.0,6.0,EE PROFESSOR CHICO DIAS
2015,MG,3122306,31033219,estadual,fundamental,iniciais (1-5),100.0,1.0,null,null,6.8576608,6.9,6.6,EE JOVELINO RABELO
2015,MG,3122306,31227099,municipal,fundamental,iniciais (1-5),96.8,0.97222197,null,null,7.1105499,6.9,6.9,EM ADOLFO MACHADO
2015,MG,3122306,31037222,municipal,fundamental,iniciais (1-5),97.4,0.98322302,null,null,6.9220061,6.8,5.3,CENTRO TECNICO PEDAGOGICO - CETEPE
2015,MG,3122306,31033383,estadual,fundamental,iniciais (1-5),98.9,0.99109399,null,null,6.8840942,6.8,5.9,EE VICENTE MATEUS
2015,MG,3122306,31033235,estadual,fundamental,iniciais (1-5),100.0,1.0,null,null,6.7448788,6.7,6.0,EE LUIZ DE MELLO VIANNA SOBRINHO
2015,MG,3122306,31033332,estadual,fundamental,iniciais (1-5),99.4,0.99364197,null,null,6.710278,6.7,6.4,EE SAO FRANCISCO DE PAULA
